# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2024-04-24 17:09:48 -04:00	(nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08158600 Walnut Ck at Webberville Rd, Austin, TX
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 08158600
#    TS_ID       Parameter Description
#    141333      00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	tz_cd	141333_00065	141333_00065_cd
USGS	08158600	2013-10-31 13:10	CDT	8.13	A
USGS	08158600	2013-10-31 13:15	CDT	8.06	A
USGS	08158600	2013-10-31 13:20	CDT	8.02	A
USGS	08158600	2013-10-31 13:25	CDT	8.02	A
USGS	08158600	2013-10-31 13:30	CDT	7.97	A
USGS	08158600	2013-10-31 13:35	CDT	7.93	A
USGS	08158600	2013-10-31 13:40	CDT	7.93	A
USGS	08158600	2013-10-31 13:45	CDT	7.90	A
USGS	08158600	2013-10-31 13:50	CDT	7.87	A
USGS	08158600	2013-10-31 13:55	CDT	7.90	A
USGS	08158600	2013-10-31 14:00	CDT	7.88	A
USGS	08158600	2013-10-31 14:05	CDT	7.85	A
USGS	08158600	2013-10-31 14:10	CDT	7.80	A
USGS	08158600	2013-10-31 14:15	CDT	7.74	A
USGS	08158600	2013-10-31 14:20	CDT	7.72	A
USGS	08158600	2013-10-31 14:25	CDT	7.71	A
USGS	08158600	2013-10-31 14:30	CDT	7.62	A
USGS	08158600	2013-10-31 14:35	CDT	7.61	A
USGS	08158600	2013-10-31 14:40	CDT	7.56	A
USGS	08158600	2013-10-31 14:45	CDT	7.50	A
USGS	08158600	2013-10-31 14:50	CDT	7.52	A
USGS	08158600	2013-10-31 14:55	CDT	7.46	A
USGS	08158600	2013-10-31 15:00	CDT	7.43	A
USGS	08158600	2013-10-31 15:05	CDT	7.39	A
USGS	08158600	2013-10-31 15:10	CDT	7.43	A
USGS	08158600	2013-10-31 15:15	CDT	7.43	A
USGS	08158600	2013-10-31 15:20	CDT	7.38	A
USGS	08158600	2013-10-31 15:25	CDT	7.33	A
USGS	08158600	2013-10-31 15:30	CDT	7.29	A
USGS	08158600	2013-10-31 15:35	CDT	7.29	A
USGS	08158600	2013-10-31 15:40	CDT	7.26	A
USGS	08158600	2013-10-31 15:45	CDT	7.24	A
USGS	08158600	2013-10-31 15:50	CDT	7.23	A
USGS	08158600	2013-10-31 15:55	CDT	7.21	A
USGS	08158600	2013-10-31 16:00	CDT	7.18	A
USGS	08158600	2013-10-31 16:05	CDT	7.17	A
USGS	08158600	2013-10-31 16:10	CDT	7.12	A
USGS	08158600	2013-10-31 16:15	CDT	7.10	A
USGS	08158600	2013-10-31 16:20	CDT	7.10	A
USGS	08158600	2013-10-31 16:25	CDT	7.04	A
USGS	08158600	2013-10-31 16:30	CDT	7.01	A
USGS	08158600	2013-10-31 16:35	CDT	7.01	A
USGS	08158600	2013-10-31 16:40	CDT	7.00	A
USGS	08158600	2013-10-31 16:45	CDT	6.97	A
USGS	08158600	2013-10-31 16:50	CDT	6.98	A
USGS	08158600	2013-10-31 16:55	CDT	6.94	A
USGS	08158600	2013-10-31 17:00	CDT	6.95	A
USGS	08158600	2013-10-31 17:05	CDT	6.90	A
USGS	08158600	2013-10-31 17:10	CDT	6.86	A
USGS	08158600	2013-10-31 17:15	CDT	6.88	A
USGS	08158600	2013-10-31 17:20	CDT	6.85	A
USGS	08158600	2013-10-31 17:25	CDT	6.85	A
USGS	08158600	2013-10-31 17:30	CDT	6.79	A
USGS	08158600	2013-10-31 17:35	CDT	6.79	A
USGS	08158600	2013-10-31 17:40	CDT	6.80	A
USGS	08158600	2013-10-31 17:45	CDT	6.75	A
USGS	08158600	2013-10-31 17:50	CDT	6.73	A
USGS	08158600	2013-10-31 17:55	CDT	6.71	A
USGS	08158600	2013-10-31 18:00	CDT	6.69	A
USGS	08158600	2013-10-31 18:05	CDT	6.68	A
USGS	08158600	2013-10-31 18:10	CDT	6.66	A
USGS	08158600	2013-10-31 18:15	CDT	6.66	A
USGS	08158600	2013-10-31 18:20	CDT	6.64	A
USGS	08158600	2013-10-31 18:25	CDT	6.62	A
USGS	08158600	2013-10-31 18:30	CDT	6.62	A
USGS	08158600	2013-10-31 18:35	CDT	6.60	A
USGS	08158600	2013-10-31 18:40	CDT	6.57	A
USGS	08158600	2013-10-31 18:45	CDT	6.57	A
USGS	08158600	2013-10-31 18:50	CDT	6.57	A
USGS	08158600	2013-10-31 18:55	CDT	6.52	A
USGS	08158600	2013-10-31 19:00	CDT	6.52	A
USGS	08158600	2013-10-31 19:05	CDT	6.51	A
USGS	08158600	2013-10-31 19:10	CDT	6.49	A
USGS	08158600	2013-10-31 19:15	CDT	6.49	A
USGS	08158600	2013-10-31 19:20	CDT	6.46	A
USGS	08158600	2013-10-31 19:25	CDT	6.46	A
USGS	08158600	2013-10-31 19:30	CDT	6.44	A
USGS	08158600	2013-10-31 19:35	CDT	6.43	A
USGS	08158600	2013-10-31 19:40	CDT	6.41	A
USGS	08158600	2013-10-31 19:45	CDT	6.41	A
USGS	08158600	2013-10-31 19:50	CDT	6.40	A
USGS	08158600	2013-10-31 19:55	CDT	6.37	A
USGS	08158600	2013-10-31 20:00	CDT	6.38	A
USGS	08158600	2013-10-31 20:05	CDT	6.36	A
USGS	08158600	2013-10-31 20:10	CDT	6.33	A
USGS	08158600	2013-10-31 20:15	CDT	6.34	A
USGS	08158600	2013-10-31 20:20	CDT	6.32	A
USGS	08158600	2013-10-31 20:25	CDT	6.31	A
USGS	08158600	2013-10-31 20:30	CDT	6.29	A
USGS	08158600	2013-10-31 20:35	CDT	6.29	A
USGS	08158600	2013-10-31 20:40	CDT	6.28	A
USGS	08158600	2013-10-31 20:45	CDT	6.27	A
USGS	08158600	2013-10-31 20:50	CDT	6.26	A
USGS	08158600	2013-10-31 20:55	CDT	6.26	A
USGS	08158600	2013-10-31 21:00	CDT	6.24	A
USGS	08158600	2013-10-31 21:05	CDT	6.23	A
USGS	08158600	2013-10-31 21:10	CDT	6.23	A
USGS	08158600	2013-10-31 21:15	CDT	6.21	A
USGS	08158600	2013-10-31 21:20	CDT	6.21	A
USGS	08158600	2013-10-31 21:25	CDT	6.20	A
USGS	08158600	2013-10-31 21:30	CDT	6.19	A
USGS	08158600	2013-10-31 21:35	CDT	6.17	A
USGS	08158600	2013-10-31 21:40	CDT	6.18	A
USGS	08158600	2013-10-31 21:45	CDT	6.18	A
USGS	08158600	2013-10-31 21:50	CDT	6.15	A
USGS	08158600	2013-10-31 21:55	CDT	6.17	A
USGS	08158600	2013-10-31 22:00	CDT	6.14	A
USGS	08158600	2013-10-31 22:05	CDT	6.13	A
USGS	08158600	2013-10-31 22:10	CDT	6.13	A
USGS	08158600	2013-10-31 22:15	CDT	6.11	A
USGS	08158600	2013-10-31 22:20	CDT	6.12	A
USGS	08158600	2013-10-31 22:25	CDT	6.10	A
USGS	08158600	2013-10-31 22:30	CDT	6.11	A
USGS	08158600	2013-10-31 22:35	CDT	6.09	A
USGS	08158600	2013-10-31 22:40	CDT	6.08	A
USGS	08158600	2013-10-31 22:45	CDT	6.07	A
USGS	08158600	2013-10-31 22:50	CDT	6.08	A
USGS	08158600	2013-10-31 22:55	CDT	6.07	A
USGS	08158600	2013-10-31 23:00	CDT	6.06	A
USGS	08158600	2013-10-31 23:05	CDT	6.07	A
USGS	08158600	2013-10-31 23:10	CDT	6.06	A
USGS	08158600	2013-10-31 23:15	CDT	6.04	A
USGS	08158600	2013-10-31 23:20	CDT	6.04	A
USGS	08158600	2013-10-31 23:25	CDT	6.03	A
USGS	08158600	2013-10-31 23:30	CDT	6.02	A
USGS	08158600	2013-10-31 23:35	CDT	6.02	A
USGS	08158600	2013-10-31 23:40	CDT	6.02	A
USGS	08158600	2013-10-31 23:45	CDT	6.02	A
USGS	08158600	2013-10-31 23:50	CDT	6.00	A
USGS	08158600	2013-10-31 23:55	CDT	5.99	A
