# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2024-04-24 17:00:16 -04:00	(nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08158970 Williamson Ck at Jimmy Clay Rd, Austin, TX
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 08158970
#    TS_ID       Parameter Description
#    141379      00065     Gage height, feet, [15-Minute Updates]
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	tz_cd	141379_00065	141379_00065_cd
USGS	08158970	2013-11-01 10:05	CDT	7.01	A
USGS	08158970	2013-11-01 10:10	CDT	7.01	A
USGS	08158970	2013-11-01 10:15	CDT	7.00	A
USGS	08158970	2013-11-01 10:20	CDT	7.00	A
USGS	08158970	2013-11-01 10:25	CDT	7.00	A
USGS	08158970	2013-11-01 10:30	CDT	7.00	A
USGS	08158970	2013-11-01 10:35	CDT	7.00	A
USGS	08158970	2013-11-01 10:40	CDT	6.99	A
USGS	08158970	2013-11-01 10:45	CDT	6.99	A
USGS	08158970	2013-11-01 10:50	CDT	6.99	A
USGS	08158970	2013-11-01 10:55	CDT	6.99	A
USGS	08158970	2013-11-01 11:00	CDT	6.99	A
USGS	08158970	2013-11-01 11:05	CDT	6.98	A
USGS	08158970	2013-11-01 11:10	CDT	6.98	A
USGS	08158970	2013-11-01 11:15	CDT	6.98	A
USGS	08158970	2013-11-01 11:20	CDT	6.98	A
USGS	08158970	2013-11-01 11:25	CDT	6.97	A
USGS	08158970	2013-11-01 11:30	CDT	6.97	A
USGS	08158970	2013-11-01 11:35	CDT	6.97	A
USGS	08158970	2013-11-01 11:40	CDT	6.97	A
USGS	08158970	2013-11-01 11:45	CDT	6.96	A
USGS	08158970	2013-11-01 11:50	CDT	6.96	A
USGS	08158970	2013-11-01 11:55	CDT	6.96	A
USGS	08158970	2013-11-01 12:00	CDT	6.96	A
USGS	08158970	2013-11-01 12:05	CDT	6.95	A
USGS	08158970	2013-11-01 12:10	CDT	6.95	A
USGS	08158970	2013-11-01 12:15	CDT	6.95	A
USGS	08158970	2013-11-01 12:20	CDT	6.95	A
USGS	08158970	2013-11-01 12:25	CDT	6.94	A
USGS	08158970	2013-11-01 12:30	CDT	6.94	A
USGS	08158970	2013-11-01 12:35	CDT	6.94	A
USGS	08158970	2013-11-01 12:40	CDT	6.94	A
USGS	08158970	2013-11-01 12:45	CDT	6.94	A
USGS	08158970	2013-11-01 12:50	CDT	6.93	A
USGS	08158970	2013-11-01 12:55	CDT	6.93	A
USGS	08158970	2013-11-01 13:00	CDT	6.93	A
USGS	08158970	2013-11-01 13:05	CDT	6.93	A
USGS	08158970	2013-11-01 13:10	CDT	6.93	A
USGS	08158970	2013-11-01 13:15	CDT	6.93	A
USGS	08158970	2013-11-01 13:20	CDT	6.92	A
USGS	08158970	2013-11-01 13:25	CDT	6.92	A
USGS	08158970	2013-11-01 13:30	CDT	6.92	A
USGS	08158970	2013-11-01 13:35	CDT	6.92	A
USGS	08158970	2013-11-01 13:40	CDT	6.92	A
USGS	08158970	2013-11-01 13:45	CDT	6.91	A
USGS	08158970	2013-11-01 13:50	CDT	6.91	A
USGS	08158970	2013-11-01 13:55	CDT	6.91	A
USGS	08158970	2013-11-01 14:00	CDT	6.91	A
USGS	08158970	2013-11-01 14:05	CDT	6.91	A
USGS	08158970	2013-11-01 14:10	CDT	6.91	A
USGS	08158970	2013-11-01 14:15	CDT	6.91	A
USGS	08158970	2013-11-01 14:20	CDT	6.90	A
USGS	08158970	2013-11-01 14:25	CDT	6.90	A
USGS	08158970	2013-11-01 14:30	CDT	6.90	A
USGS	08158970	2013-11-01 14:35	CDT	6.90	A
USGS	08158970	2013-11-01 14:40	CDT	6.90	A
USGS	08158970	2013-11-01 14:45	CDT	6.89	A
USGS	08158970	2013-11-01 14:50	CDT	6.89	A
USGS	08158970	2013-11-01 14:55	CDT	6.89	A
USGS	08158970	2013-11-01 15:00	CDT	6.89	A
USGS	08158970	2013-11-01 15:05	CDT	6.89	A
USGS	08158970	2013-11-01 15:10	CDT	6.89	A
USGS	08158970	2013-11-01 15:15	CDT	6.88	A
USGS	08158970	2013-11-01 15:20	CDT	6.88	A
USGS	08158970	2013-11-01 15:25	CDT	6.88	A
USGS	08158970	2013-11-01 15:30	CDT	6.88	A
USGS	08158970	2013-11-01 15:35	CDT	6.88	A
USGS	08158970	2013-11-01 15:40	CDT	6.87	A
USGS	08158970	2013-11-01 15:45	CDT	6.87	A
USGS	08158970	2013-11-01 15:50	CDT	6.87	A
USGS	08158970	2013-11-01 15:55	CDT	6.87	A
USGS	08158970	2013-11-01 16:00	CDT	6.87	A
USGS	08158970	2013-11-01 16:05	CDT	6.86	A
USGS	08158970	2013-11-01 16:10	CDT	6.86	A
USGS	08158970	2013-11-01 16:15	CDT	6.86	A
USGS	08158970	2013-11-01 16:20	CDT	6.86	A
USGS	08158970	2013-11-01 16:25	CDT	6.86	A
USGS	08158970	2013-11-01 16:30	CDT	6.86	A
USGS	08158970	2013-11-01 16:35	CDT	6.85	A
USGS	08158970	2013-11-01 16:40	CDT	6.85	A
USGS	08158970	2013-11-01 16:45	CDT	6.85	A
USGS	08158970	2013-11-01 16:50	CDT	6.85	A
USGS	08158970	2013-11-01 16:55	CDT	6.85	A
USGS	08158970	2013-11-01 17:00	CDT	6.85	A
USGS	08158970	2013-11-01 17:05	CDT	6.84	A
USGS	08158970	2013-11-01 17:10	CDT	6.84	A
USGS	08158970	2013-11-01 17:15	CDT	6.84	A
USGS	08158970	2013-11-01 17:20	CDT	6.84	A
USGS	08158970	2013-11-01 17:25	CDT	6.84	A
USGS	08158970	2013-11-01 17:30	CDT	6.84	A
USGS	08158970	2013-11-01 17:35	CDT	6.84	A
USGS	08158970	2013-11-01 17:40	CDT	6.83	A
USGS	08158970	2013-11-01 17:45	CDT	6.83	A
USGS	08158970	2013-11-01 17:50	CDT	6.83	A
USGS	08158970	2013-11-01 17:55	CDT	6.83	A
USGS	08158970	2013-11-01 18:00	CDT	6.83	A
USGS	08158970	2013-11-01 18:05	CDT	6.82	A
USGS	08158970	2013-11-01 18:10	CDT	6.82	A
USGS	08158970	2013-11-01 18:15	CDT	6.82	A
USGS	08158970	2013-11-01 18:20	CDT	6.82	A
USGS	08158970	2013-11-01 18:25	CDT	6.82	A
USGS	08158970	2013-11-01 18:30	CDT	6.81	A
USGS	08158970	2013-11-01 18:35	CDT	6.81	A
USGS	08158970	2013-11-01 18:40	CDT	6.81	A
USGS	08158970	2013-11-01 18:45	CDT	6.81	A
USGS	08158970	2013-11-01 18:50	CDT	6.81	A
USGS	08158970	2013-11-01 18:55	CDT	6.80	A
